primary_station_id_3,region,sub_region,report_type,height_of_station_above_sea_level,station_name
AGM00060372-220-2,61,1,0,55,BOUZAREAH 60372
AGM00060373-220-1,61,1,0,70,MEHELMA 60373
AGM00060373-220-2,61,1,0,70,MEHELMA 60373
AGM00060373-220-3,61,1,0,70,MEHELMA 60373
AGM00060374-220-1,0,1,0,33,AIN BENAIN 60374
AGM00060374-220-2,0,1,0,33,AIN BENAIN 60374
AGM00060374-220-3,0,1,0,33,AIN BENAIN 60374
AGM00060376-220-1,0,1,0,58,BORDJ-EL-BAHRI 60376
AGM00060376-220-2,0,1,0,58,BORDJ-EL-BAHRI 60376
AGM00060376-220-3,0,1,0,58,BORDJ-EL-BAHRI 60376
AGM00060376-220-4,0,1,0,58,BORDJ-EL-BAHRI 60376
AGM00060379-220-1,61,1,0,162,REGHAIA 60379
AGM00060379-220-2,61,1,0,162,REGHAIA 60379
AGM00060379-220-3,61,1,0,162,REGHAIA 60379
AGM00060380-220-1,61,1,0,17,TESSALA EL MERDJA 60380
AGM00060380-220-2,61,1,0,17,TESSALA EL MERDJA 60380
AGM00060380-220-3,61,1,0,17,TESSALA EL MERDJA 60380
AGM00060381-220-1,61,1,0,51,EL HARRACH 60381
AGM00060381-220-2,61,1,0,51,EL HARRACH 60381
AGM00060381-220-3,61,1,0,51,EL HARRACH 60381
AGM00060387-220-1,0,1,0,8,DELLYS 60387
AGM00060387-220-2,0,1,0,8,DELLYS 60387
AGM00060387-220-3,0,1,0,8,DELLYS 60387
AGM00060387-220-4,0,1,0,8,DELLYS 60387
AGM00060393-220-1,61,1,0,148,DAR EL BEIDA VILLE 60393
AGM00060393-220-2,61,1,0,148,DAR EL BEIDA VILLE 60393
AGM00060394-220-1,61,1,0,124,BARAKI 60394
AGM00060394-220-2,61,1,0,124,BARAKI 60394
AGM00060395-220-1,61,1,0,153,TIZI-OUZOU
AGM00060395-220-2,61,1,0,153,TIZI-OUZOU
AGM00060395-220-3,61,1,0,153,TIZI-OUZOU
AGM00060395-220-4,61,1,0,153,TIZI-OUZOU
AGM00060395-220-5,61,1,0,153,TIZI-OUZOU
AGM00060395-220-6,61,1,0,153,TIZI-OUZOU
AGM00060401-220-1,0,1,0,4,BEJAIA-PORT 60401
AGM00060401-220-2,0,1,0,4,BEJAIA-PORT 60401
AGM00060403-220-1,61,1,0,228,GUELMA 60403
AGM00060403-220-2,61,1,0,228,GUELMA 60403
AGM00060403-220-3,61,1,0,228,GUELMA 60403
AGM00060403-220-4,61,1,0,228,GUELMA 60403
AGM00060403-220-5,61,1,0,228,GUELMA 60403
AGM00060403-220-6,61,1,0,228,GUELMA 60403
AGM00060403-220-7,61,1,0,228,GUELMA 60403
AGM00060403-220-8,61,1,0,228,GUELMA 60403
AGM00060405-220-1,61,1,0,111,BOUCHEGOUF 60405
AGM00060405-220-2,61,1,0,111,BOUCHEGOUF 60405
AGM00060405-220-3,61,1,0,111,BOUCHEGOUF 60405
AGM00060405-220-4,61,1,0,111,BOUCHEGOUF 60405
AGM00060405-220-5,61,1,0,111,BOUCHEGOUF 60405
AGM00060405-220-6,61,1,0,111,BOUCHEGOUF 60405
AGM00060415-220-1,61,1,0,752,AIN-BESSAM 60415
AGM00060415-220-2,61,1,0,752,AIN-BESSAM 60415
AGM00060415-220-3,61,1,0,752,AIN-BESSAM 60415
AGM00060415-220-4,61,1,0,752,AIN-BESSAM 60415
AGM00060415-220-5,61,1,0,752,AIN-BESSAM 60415
AGM00060415-220-6,61,1,0,752,AIN-BESSAM 60415
AGM00060417-220-1,61,1,0,560,BOUIRA 60417
AGM00060417-220-2,61,1,0,560,BOUIRA 60417
AGM00060417-220-3,61,1,0,560,BOUIRA 60417
AGM00060417-220-4,61,1,0,560,BOUIRA 60417
AGM00060417-220-5,61,1,0,560,BOUIRA 60417
AGM00060417-220-6,61,1,0,560,BOUIRA 60417
AGM00060420-220-2,61,1,0,583,LE KHROUB 60420
AGM00060420-220-3,61,1,0,583,LE KHROUB 60420
AGM00060421-220-1,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-2,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-3,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-4,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-5,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-6,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-7,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060421-220-8,61,1,0,891,OUM EL BOUAGHI 60421
AGM00060423-220-1,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-2,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-3,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-4,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-5,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-6,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-7,61,1,0,831,SOUK AHRAS 60423
AGM00060423-220-8,61,1,0,831,SOUK AHRAS 60423
AGM00060430-220-2,61,1,0,721,MILIANA 60430
AGM00060430-220-3,61,1,0,721,MILIANA 60430
AGM00060430-220-4,61,1,0,721,MILIANA 60430
AGM00060430-220-5,61,1,0,721,MILIANA 60430
AGM00060430-220-6,61,1,0,721,MILIANA 60430
AGM00060430-220-7,61,1,0,721,MILIANA 60430
AGM00060430-220-8,61,1,0,721,MILIANA 60430
AGM00060430-220-9,61,1,0,721,MILIANA 60430
AGM00060430-220-10,61,1,0,721,MILIANA 60430
AGM00060430-220-11,61,1,0,721,MILIANA 60430
AGM00060437-220-1,61,1,0,1036,MEDEA 60437
AGM00060437-220-2,61,1,0,1036,MEDEA 60437
AGM00060437-220-3,61,1,0,1036,MEDEA 60437
AGM00060437-220-4,61,1,0,1036,MEDEA 60437
AGM00060437-220-5,61,1,0,1036,MEDEA 60437
AGM00060437-220-6,61,1,0,1036,MEDEA 60437
AGM00060437-220-7,61,1,0,1036,MEDEA 60437
AGM00060437-220-8,61,1,0,1036,MEDEA 60437
AGM00060437-220-9,61,1,0,1036,MEDEA 60437
AGM00060452-220-1,61,1,0,4,ARZEW 60452
AGM00060452-220-2,61,1,0,4,ARZEW 60452
AGM00060452-220-3,61,1,0,4,ARZEW 60452
AGM00060452-220-4,61,1,0,4,ARZEW 60452
AGM00060452-220-5,61,1,0,4,ARZEW 60452
AGM00060452-220-6,61,1,0,4,ARZEW 60452
AGM00060452-220-7,61,1,0,4,ARZEW 60452
AGM00060452-220-8,61,1,0,4,ARZEW 60452
AGM00060457-220-1,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-2,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-3,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-4,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-5,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-6,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-7,61,1,0,138,MOSTAGANEM 60457
AGM00060457-220-8,61,1,0,138,MOSTAGANEM 60457
AGM00060461-220-2,61,1,0,22,ORAN-PORT 60461
AGM00060461-220-3,61,1,0,22,ORAN-PORT 60461
AGM00060461-220-4,61,1,0,22,ORAN-PORT 60461
AGM00060465-220-2,61,1,0,635,BOGHAR NORTH 60465
AGM00060465-220-3,61,1,0,635,BOGHAR NORTH 60465
AGM00060465-220-4,61,1,0,635,BOGHAR NORTH 60465
AGM00060467-220-1,61,1,0,442,MSILA 60467
AGM00060467-220-2,61,1,0,442,MSILA 60467
AGM00060467-220-3,61,1,0,442,MSILA 60467
AGM00060467-220-4,61,1,0,442,MSILA 60467
AGM00060467-220-5,61,1,0,442,MSILA 60467
AGM00060467-220-6,61,1,0,442,MSILA 60467
AGM00060467-220-7,61,1,0,442,MSILA 60467
AGM00060467-220-8,61,1,0,442,MSILA 60467
AGM00060471-220-1,61,1,0,461,BARIKA 60471
AGM00060471-220-2,61,1,0,461,BARIKA 60471
AGM00060471-220-3,61,1,0,461,BARIKA 60471
AGM00060476-220-1,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-2,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-3,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-4,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-5,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-6,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-7,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-8,61,1,0,987,KHENCHELLA 60476
AGM00060476-220-9,61,1,0,987,KHENCHELLA 60476
AGM00060492-220-1,61,1,0,94,RELIZANE 60492
AGM00060492-220-2,61,1,0,94,RELIZANE 60492
AGM00060492-220-3,61,1,0,94,RELIZANE 60492
AGM00060492-220-4,61,1,0,94,RELIZANE 60492
AGM00060492-220-5,61,1,0,94,RELIZANE 60492
AGM00060492-220-6,61,1,0,94,RELIZANE 60492
AGM00060506-220-1,61,1,0,476,MASCARA-MATEMORE 60506
AGM00060506-220-2,61,1,0,476,MASCARA-MATEMORE 60506
AGM00060506-220-3,61,1,0,476,MASCARA-MATEMORE 60506
AGM00060506-220-4,61,1,0,476,MASCARA-MATEMORE 60506
AGM00060514-220-1,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-2,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-3,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-4,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-5,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-6,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-7,61,1,0,801,KSAR CHELLALA 60514
AGM00060514-220-8,61,1,0,801,KSAR CHELLALA 60514
AGM00060518-220-1,61,1,0,70,BENI-SAF 60518
AGM00060518-220-2,61,1,0,70,BENI-SAF 60518
AGM00060518-220-3,61,1,0,70,BENI-SAF 60518
AGM00060520-220-1,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060520-220-2,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060520-220-3,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060520-220-4,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060520-220-5,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060520-220-6,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060520-220-7,61,1,0,476,SIDI-BEL-ABBES 60520
AGM00060536-220-1,61,1,0,752,SAIDA 60536
AGM00060536-220-2,61,1,0,752,SAIDA 60536
AGM00060536-220-3,61,1,0,752,SAIDA 60536
AGM00060536-220-4,61,1,0,752,SAIDA 60536
AGM00060536-220-5,61,1,0,752,SAIDA 60536
AGM00060536-220-6,61,1,0,752,SAIDA 60536
AGM00060536-220-7,61,1,0,752,SAIDA 60536
AGM00060536-220-8,61,1,0,752,SAIDA 60536
AGM00060536-220-9,61,1,0,752,SAIDA 60536
AGM00060557-220-1,61,1,0,1166,NAAMA 60557
AGM00060557-220-2,61,1,0,1166,NAAMA 60557
AGM00060557-220-3,61,1,0,1166,NAAMA 60557
AGM00060557-220-4,61,1,0,1166,NAAMA 60557
AGM00060557-220-5,61,1,0,1166,NAAMA 60557
AGM00060560-220-2,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-3,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-4,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-5,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-6,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-7,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-8,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-9,61,1,0,1059,AIN-SEFRA 60560
AGM00060560-220-10,61,1,0,1059,AIN-SEFRA 60560
AGM00060565-220-2,61,1,0,533,BENI ISUGEN 60565
AGM00060593-220-1,61,1,0,565,HASSI KHEBI 60593
AGM00060593-220-2,61,1,0,565,HASSI KHEBI 60593
AGM00060593-220-3,61,1,0,565,HASSI KHEBI 60593
AGM00060602-220-2,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-3,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-4,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-5,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-6,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-7,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-8,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-9,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-10,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-11,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-12,61,1,0,505,BENI-ABBES 60602
AGM00060602-220-13,61,1,0,505,BENI-ABBES 60602
AGM00060603-220-1,61,1,0,252,RHOURD NOUSS 60603
AGM00060603-220-2,61,1,0,252,RHOURD NOUSS 60603
AGM00060603-220-3,61,1,0,252,RHOURD NOUSS 60603
AGM00060603-220-4,61,1,0,252,RHOURD NOUSS 60603
AGM00060603-220-5,61,1,0,252,RHOURD NOUSS 60603
AGM00060605-220-1,61,1,0,550,TABELBALA 60605
AGM00060605-220-2,61,1,0,550,TABELBALA 60605
AGM00060605-220-3,61,1,0,550,TABELBALA 60605
AGM00060605-220-4,61,1,0,550,TABELBALA 60605
AGM00060605-220-5,61,1,0,550,TABELBALA 60605
AGM00060612-220-1,61,1,0,770,TIRIRINE 60612
AGM00060612-220-2,61,1,0,770,TIRIRINE 60612
AGM00060612-220-3,61,1,0,770,TIRIRINE 60612
AGM00060613-220-1,61,1,0,610,OUHANET 60613
AGM00060613-220-2,61,1,0,610,OUHANET 60613
AGM00060613-220-3,61,1,0,610,OUHANET 60613
AGM00060613-220-4,61,1,0,610,OUHANET 60613
AGM00060617-220-1,61,1,0,354,TAMESGUIDA 60617
AGM00060617-220-2,61,1,0,354,TAMESGUIDA 60617
AGM00060617-220-3,61,1,0,354,TAMESGUIDA 60617
AGM00060633-220-1,61,1,0,443,IN ZIZA 60633
AGM00060633-220-2,61,1,0,443,IN ZIZA 60633
AGM00060633-220-3,61,1,0,443,IN ZIZA 60633
AGM00060633-220-4,61,1,0,443,IN ZIZA 60633
AGM00060639-220-1,61,1,0,471,TINFOUYE 60639
AGM00060639-220-2,61,1,0,471,TINFOUYE 60639
AGM00060639-220-3,61,1,0,471,TINFOUYE 60639
AGM00060650-220-1,61,1,0,614,AMGUID 60650
AGM00060650-220-2,61,1,0,614,AMGUID 60650
AGM00060650-220-3,61,1,0,614,AMGUID 60650
AGM00060660-220-1,61,1,0,556,ARAK 60660
AGM00060660-220-2,61,1,0,556,ARAK 60660
AGM00060660-220-3,61,1,0,556,ARAK 60660
AGM00060660-220-4,61,1,0,556,ARAK 60660
AGM00060662-220-1,61,1,0,1291,FADNOUNE 60662
AGM00060662-220-2,61,1,0,1291,FADNOUNE 60662
AGM00060662-220-3,61,1,0,1291,FADNOUNE 60662
AGM00060662-220-4,61,1,0,1291,FADNOUNE 60662
AGM00060663-220-1,61,1,0,1054,MOULAY LACHEN 60663
AGM00060663-220-2,61,1,0,1054,MOULAY LACHEN 60663
AGM00060664-220-1,61,1,0,1104,BORDJ HAOUS 60664
AGM00060664-220-2,61,1,0,1104,BORDJ HAOUS 60664
AGM00060667-220-1,61,1,0,719,TINALKOUM 60667
AGM00060667-220-2,61,1,0,719,TINALKOUM 60667
AGM00060667-220-3,61,1,0,719,TINALKOUM 60667
AGM00060672-220-1,61,1,0,1343,MERTOUEK 60672
AGM00060672-220-2,61,1,0,1343,MERTOUEK 60672
AGM00060672-220-3,61,1,0,1343,MERTOUEK 60672
AGM00060672-220-4,61,1,0,1343,MERTOUEK 60672
AGM00060675-220-2,61,1,0,358,OUALLEN 60675
AGM00060676-220-1,61,1,0,912,IN-EZZANE 60676
AGM00060676-220-2,61,1,0,912,IN-EZZANE 60676
AGM00060677-220-1,61,1,0,1240,AFARA 60677
AGM00060677-220-2,61,1,0,1240,AFARA 60677
AGM00060678-220-2,61,1,0,1006,IN AMGUEL 60678
AGM00060679-220-1,61,1,0,2710,ASSEKREM 60679
AGM00060679-220-2,61,1,0,2710,ASSEKREM 60679
AGM00060679-220-3,61,1,0,2710,ASSEKREM 60679
AGM00060679-220-4,61,1,0,2710,ASSEKREM 60679
AGM00060681-220-1,61,1,0,573,OUED TAHAGGARET 60681
AGM00060681-220-2,61,1,0,573,OUED TAHAGGARET 60681
AGM00060681-220-3,61,1,0,573,OUED TAHAGGARET 60681
AGM00060682-220-1,61,1,0,1105,TINTARABINE 60682
AGM00060682-220-2,61,1,0,1105,TINTARABINE 60682
AGM00060682-220-3,61,1,0,1105,TINTARABINE 60682
AGM00060682-220-4,61,1,0,1105,TINTARABINE 60682
AGM00060685-220-1,61,1,0,392,BIDON 5 60685
AGM00060685-220-2,61,1,0,392,BIDON 5 60685
AGM00060685-220-3,61,1,0,392,BIDON 5 60685
AGM00060685-220-4,61,1,0,392,BIDON 5 60685
AGM00060689-220-1,61,1,0,609,TIMIAOUINE 60689
AGM00060689-220-2,61,1,0,609,TIMIAOUINE 60689
AGM00060689-220-3,61,1,0,609,TIMIAOUINE 60689
AGM00060691-220-1,61,1,0,477,ANESBARAKA 60691
AGM00060691-220-2,61,1,0,477,ANESBARAKA 60691
AGM00060691-220-3,61,1,0,477,ANESBARAKA 60691
AGM00060693-220-1,61,1,0,471,IN ATEI 60693
AGM00060693-220-2,61,1,0,471,IN ATEI 60693
AGM00060693-220-3,61,1,0,471,IN ATEI 60693
AGM00060693-220-4,61,1,0,471,IN ATEI 60693
AGM00060693-220-5,61,1,0,471,IN ATEI 60693
AGM00060694-220-1,61,1,0,517,IN AZAOUA 60694
AGM00060694-220-2,61,1,0,517,IN AZAOUA 60694
AGM00060694-220-3,61,1,0,517,IN AZAOUA 60694
AGM00060694-220-4,61,1,0,517,IN AZAOUA 60694
AGM00060695-220-1,61,1,0,735,TIN ZAOUATENE 60695
AGM00060695-220-2,61,1,0,735,TIN ZAOUATENE 60695
AGM00060695-220-3,61,1,0,735,TIN ZAOUATENE 60695
AGM00060695-220-4,61,1,0,735,TIN ZAOUATENE 60695
AGM00074928-220-1,61,1,0,859,MECHTA MEHBOUB SE 74928
AGA00604850-221-1,0,1,0,104,CAP FALCON
AGA00604850-221-2,0,1,0,104,CAP FALCON
AGA00604850-221-3,0,1,0,104,CAP FALCON
AGA00605050-221-1,61,1,0,111,ORAN/TAFAROUI
AGA00605050-221-2,61,1,0,111,ORAN/TAFAROUI
AGA00606080-221-1,61,1,0,387,BORDJ OMAR DRISS
AGA00606080-221-2,61,1,0,387,BORDJ OMAR DRISS
AGA00606080-221-3,61,1,0,387,BORDJ OMAR DRISS
AGA00749269-221-1,61,1,0,136,HASSI MESSAOUD NE
AGA00749273-221-1,61,1,0,770,EL GUERRAH
AGA00749276-221-1,61,1,0,932,MDAOUROUCH WEST
AGA00749277-221-1,61,1,0,923,MECHTA BOU RZAM S
AGA00749278-221-1,61,1,0,100,ER ROMRI SOUTHWEST
AGA00749282-221-1,61,1,0,754,TELERGHMA
AGI0000DAAB-223-2,61,1,4,163,BLIDA 60435
AGI0000DAAB-223-3,61,1,0,163,BLIDA 60435
AGI0000DAAF-223-1,61,1,4,309,AOULEF 60625
AGI0000DAAF-223-2,61,1,4,309,AOULEF 60625
AGI0000DAAP-223-1,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-2,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-3,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-4,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-5,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-6,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-7,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-8,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-9,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-10,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-11,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-12,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-13,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-14,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAP-223-15,61,1,4,542,ILLIZI TAKHAMALT
AGI0000DAAS-223-1,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-2,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-3,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-4,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-5,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-6,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-7,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-8,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-9,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-10,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-11,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-12,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAS-223-13,61,1,4,1050,SETIF AIN ARNAT 60445
AGI0000DAAV-223-1,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-2,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-3,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-4,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-5,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-6,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-7,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-8,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-9,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-10,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DAAV-223-11,61,1,4,11,FERHAT ABBAS AIRPORT 60351
AGI0000DABP-223-2,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-3,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-4,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-5,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-6,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-7,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-8,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-9,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-10,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-11,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-12,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-13,0,1,4,7,SKIKDA 60355
AGI0000DABP-223-14,0,1,0,7,SKIKDA 60355
AGI0000DABS-223-1,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-2,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-3,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-4,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-5,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-6,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-7,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-8,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-9,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-10,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-11,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-12,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-13,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-14,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-15,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-16,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-17,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-18,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABS-223-19,61,1,4,811,CHEIKH LARBI TEBESSI
AGI0000DABT-223-1,61,1,4,822,BATNA 60468
AGI0000DABT-223-2,61,1,4,822,BATNA 60468
AGI0000DABT-223-3,61,1,4,822,BATNA 60468
AGI0000DABT-223-4,61,1,4,822,BATNA 60468
AGI0000DABT-223-5,61,1,4,822,BATNA 60468
AGI0000DABT-223-6,61,1,4,822,BATNA 60468
AGI0000DABT-223-7,61,1,4,822,BATNA 60468
AGI0000DABT-223-8,61,1,4,822,BATNA 60468
AGI0000DABT-223-9,61,1,4,822,BATNA 60468
AGI0000DABT-223-10,61,1,4,822,BATNA 60468
AGI0000DABT-223-11,61,1,4,822,BATNA 60468
AGI0000DABT-223-12,61,1,4,822,BATNA 60468
AGI0000DABT-223-13,61,1,4,822,BATNA 60468
AGI0000DABT-223-14,61,1,4,822,BATNA 60468
AGI0000DABT-223-15,61,1,4,822,BATNA 60468
AGI0000DABT-223-16,61,1,4,822,BATNA 60468
AGI0000DAEF-223-1,61,1,4,480,TIN FOUYE 60638
AGI0000DAEF-223-2,61,1,4,480,TIN FOUYE 60638
AGI0000DAEF-223-3,61,1,4,480,TIN FOUYE 60638
AGI0000DAEF-223-4,61,1,4,480,TIN FOUYE 60638
AGI0000DAFH-223-1,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-2,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-3,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-4,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-5,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-6,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-7,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-8,61,1,4,774,HASSI R MEL 60563
AGI0000DAFH-223-9,61,1,4,774,HASSI R MEL 60563
AGI0000DAMH-223-1,61,1,4,259,HAMRA 60601
AGI0000DAMH-223-2,61,1,4,259,HAMRA 60601
AGI0000DAMH-223-3,61,1,4,259,HAMRA 60601
AGI0000DAOB-223-1,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-2,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-3,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-4,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-5,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-6,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-7,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-8,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-9,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-10,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOB-223-11,61,1,4,989,BOU CHEKIF 60511
AGI0000DAOH-223-1,61,1,4,426,MAGHNIA 60522
AGI0000DAOH-223-2,61,1,4,426,MAGHNIA 60522
AGI0000DAOH-223-3,61,1,4,426,MAGHNIA 60522
AGI0000DAOH-223-4,61,1,4,426,MAGHNIA 60522
AGI0000DAOH-223-5,61,1,4,426,MAGHNIA 60522
